time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-01 00:00:00+00:00,51,13,41,22
2025-12-02 00:00:00+00:00,61,16,23,18
2025-12-03 00:00:00+00:00,124,26,25,16
2025-12-04 00:00:00+00:00,4,4,8,6
2025-12-05 00:00:00+00:00,6,6,17,15
2025-12-06 00:00:00+00:00,7,7,18,13
2025-12-07 00:00:00+00:00,4,4,52,24
2025-12-08 00:00:00+00:00,11,6,34,16
2025-12-09 00:00:00+00:00,12,6,26,17
2025-12-10 00:00:00+00:00,4,4,56,24
2025-12-11 00:00:00+00:00,1,1,15,12
2025-12-12 00:00:00+00:00,4,4,22,18
2025-12-13 00:00:00+00:00,3,3,26,16
2025-12-14 00:00:00+00:00,1,1,29,19
