time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-09 00:00:00+00:00,4,4,41,22
2025-03-10 00:00:00+00:00,2,2,55,25
2025-03-11 00:00:00+00:00,3,3,36,21
2025-03-12 00:00:00+00:00,2,2,55,27
2025-03-13 00:00:00+00:00,6,3,36,24
2025-03-14 00:00:00+00:00,5,2,55,28
2025-03-15 00:00:00+00:00,8,6,146,22
2025-03-16 00:00:00+00:00,7,4,37,17
2025-03-17 00:00:00+00:00,7,4,19,15
2025-03-18 00:00:00+00:00,3,3,45,22
2025-03-19 00:00:00+00:00,6,4,63,22
2025-03-20 00:00:00+00:00,2,2,25,17
2025-03-21 00:00:00+00:00,6,2,22,10
2025-03-22 00:00:00+00:00,4,4,19,15
