time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-01 00:00:00+00:00,39,12,29,15
2026-05-02 00:00:00+00:00,45,13,34,16
2026-05-03 00:00:00+00:00,508,38,28,17
2026-05-04 00:00:00+00:00,68,23,43,26
2026-05-05 00:00:00+00:00,169,13,71,31
2026-05-06 00:00:00+00:00,39,11,39,20
2026-05-07 00:00:00+00:00,141,18,35,17
2026-05-08 00:00:00+00:00,14,7,26,16
2026-05-09 00:00:00+00:00,22,9,17,14
2026-05-10 00:00:00+00:00,20,9,26,11
2026-05-11 00:00:00+00:00,14,8,15,8
2026-05-12 00:00:00+00:00,774,5,11,6
2026-05-13 00:00:00+00:00,33,10,9,7
2026-05-14 00:00:00+00:00,29,11,10,9
