referrer,views_total,views_unique
github.com,56,22
Google,16,13
alternativeto.net,16,11
t.co,10,1
linkedin.com,3,3
com.linkedin.android,3,2
openapk.net,3,2
DuckDuckGo,2,2
apt.izzysoft.de,2,1
search.brave.com,2,1
