url_path,views_total,views_unique
/vishal2376/snaptick,302,233
/vishal2376/snaptick/releases/tag/v3.2,60,48
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/data/local/TaskDao.kt,23,1
/vishal2376/snaptick/issues,17,11
/vishal2376/snaptick/releases,10,8
/vishal2376/snaptick/tree/master/app,7,7
/vishal2376/snaptick/releases/tag/v3.0,6,5
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/di/AppModule.kt,6,3
/vishal2376/snaptick/tree/master/app/src,5,4
/vishal2376/snaptick/tree/master/app/src/main,5,4
