time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-18 00:00:00+00:00,18,8,19,14
2026-07-19 00:00:00+00:00,19,7,46,12
2026-07-20 00:00:00+00:00,6,5,18,11
2026-07-21 00:00:00+00:00,37,15,29,20
2026-07-22 00:00:00+00:00,11,8,44,23
2026-07-23 00:00:00+00:00,7,7,26,19
2026-07-24 00:00:00+00:00,23,7,13,8
2026-07-25 00:00:00+00:00,11,5,33,21
2026-07-26 00:00:00+00:00,37,19,27,23
2026-07-27 00:00:00+00:00,7,7,38,27
2026-07-28 00:00:00+00:00,18,11,15,11
2026-07-29 00:00:00+00:00,7,7,16,12
2026-07-30 00:00:00+00:00,7,6,45,20
2026-07-31 00:00:00+00:00,2,2,12,9
