time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-10 00:00:00+00:00,8,3,22,14
2026-08-11 00:00:00+00:00,15,8,21,14
2026-08-12 00:00:00+00:00,10,5,15,13
2026-08-13 00:00:00+00:00,48,8,19,15
2026-08-14 00:00:00+00:00,4,3,25,15
2026-08-15 00:00:00+00:00,7,7,24,15
2026-08-16 00:00:00+00:00,7,6,29,14
2026-08-17 00:00:00+00:00,9,8,34,16
2026-08-18 00:00:00+00:00,3,3,8,7
2026-08-19 00:00:00+00:00,5,5,28,18
2026-08-20 00:00:00+00:00,23,9,15,13
2026-08-21 00:00:00+00:00,5,4,23,15
2026-08-22 00:00:00+00:00,4,4,30,16
2026-08-23 00:00:00+00:00,3,3,22,16
