time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-05 00:00:00+00:00,6.0,6.0,17,15
2025-12-06 00:00:00+00:00,7.0,7.0,18,13
2025-12-07 00:00:00+00:00,4.0,4.0,52,24
2025-12-08 00:00:00+00:00,11.0,6.0,34,16
2025-12-09 00:00:00+00:00,12.0,6.0,26,17
2025-12-10 00:00:00+00:00,4.0,4.0,56,24
2025-12-11 00:00:00+00:00,1.0,1.0,15,12
2025-12-12 00:00:00+00:00,4.0,4.0,22,18
2025-12-13 00:00:00+00:00,3.0,3.0,26,16
2025-12-14 00:00:00+00:00,9.0,4.0,29,19
2025-12-15 00:00:00+00:00,10.0,6.0,27,19
2025-12-16 00:00:00+00:00,8.0,4.0,20,16
2025-12-17 00:00:00+00:00,4.0,4.0,37,19
2025-12-18 00:00:00+00:00,,,18,14
