time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-06 00:00:00+00:00,4,2,40,16
2025-04-07 00:00:00+00:00,1,1,45,24
2025-04-08 00:00:00+00:00,1,1,22,13
2025-04-09 00:00:00+00:00,3,3,31,21
2025-04-10 00:00:00+00:00,2,2,47,19
2025-04-11 00:00:00+00:00,9,5,39,23
2025-04-12 00:00:00+00:00,5,2,19,14
2025-04-13 00:00:00+00:00,3,3,13,11
2025-04-14 00:00:00+00:00,11,7,68,33
2025-04-15 00:00:00+00:00,2,2,53,18
2025-04-16 00:00:00+00:00,5,5,124,59
2025-04-17 00:00:00+00:00,12,9,88,45
2025-04-18 00:00:00+00:00,9,4,47,21
2025-04-19 00:00:00+00:00,1,1,29,19
