time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-04 00:00:00+00:00,7.0,5.0,33,18
2025-02-05 00:00:00+00:00,4.0,2.0,24,18
2025-02-06 00:00:00+00:00,7.0,3.0,51,19
2025-02-07 00:00:00+00:00,6.0,2.0,43,19
2025-02-08 00:00:00+00:00,5.0,3.0,89,21
2025-02-09 00:00:00+00:00,6.0,2.0,34,24
2025-02-10 00:00:00+00:00,2.0,2.0,17,11
2025-02-11 00:00:00+00:00,2.0,2.0,59,23
2025-02-12 00:00:00+00:00,5.0,2.0,31,19
2025-02-13 00:00:00+00:00,4.0,2.0,44,22
2025-02-14 00:00:00+00:00,1.0,1.0,37,16
2025-02-15 00:00:00+00:00,6.0,4.0,49,14
2025-02-16 00:00:00+00:00,5.0,2.0,15,12
2025-02-17 00:00:00+00:00,,,51,24
