time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-20 00:00:00+00:00,2,2,25,17
2025-03-21 00:00:00+00:00,6,2,22,10
2025-03-22 00:00:00+00:00,7,6,21,15
2025-03-23 00:00:00+00:00,4,4,44,19
2025-03-24 00:00:00+00:00,4,4,57,18
2025-03-25 00:00:00+00:00,6,3,105,18
2025-03-26 00:00:00+00:00,2,2,34,21
2025-03-27 00:00:00+00:00,1,1,34,19
2025-03-28 00:00:00+00:00,9,3,23,16
2025-03-29 00:00:00+00:00,6,4,33,16
2025-03-30 00:00:00+00:00,3,3,28,18
2025-03-31 00:00:00+00:00,8,6,33,17
2025-04-01 00:00:00+00:00,1,1,50,17
2025-04-02 00:00:00+00:00,5,4,82,21
