time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-22 00:00:00+00:00,8,8,36,25
2026-01-23 00:00:00+00:00,11,7,32,21
2026-01-24 00:00:00+00:00,27,11,37,20
2026-01-25 00:00:00+00:00,6,5,31,19
2026-01-26 00:00:00+00:00,13,7,25,18
2026-01-27 00:00:00+00:00,9,8,22,16
2026-01-28 00:00:00+00:00,22,12,43,15
2026-01-29 00:00:00+00:00,11,6,27,13
2026-01-30 00:00:00+00:00,15,6,29,22
2026-01-31 00:00:00+00:00,11,6,36,19
2026-02-01 00:00:00+00:00,13,8,27,19
2026-02-02 00:00:00+00:00,14,9,36,22
2026-02-03 00:00:00+00:00,14,8,25,18
2026-02-04 00:00:00+00:00,9,4,22,19
