url_path,views_total,views_unique
/vishal2376/snaptick,338,240
/vishal2376/snaptick/releases/tag/v3.3,72,61
/vishal2376/snaptick/releases,32,25
/vishal2376/snaptick/issues,24,13
/vishal2376/snaptick/tree/master/app,20,15
/vishal2376/snaptick/issues/93,17,14
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/widget/OnTaskClickedCallback.kt,15,7
/vishal2376/snaptick/blob/master/app/build.gradle.kts,15,2
/vishal2376/snaptick/tree/master/app/src,12,11
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/presentation/navigation/AppNavigation.kt,10,2
