url_path,views_total,views_unique
/vishal2376/snaptick,179,146
/vishal2376/snaptick/releases/tag/v4.0,48,33
/vishal2376/snaptick/releases,14,8
/vishal2376/snaptick/issues,13,7
/vishal2376/snaptick/blob/master/app/build.gradle.kts,9,1
/vishal2376/snaptick/tree/master/app,7,5
/vishal2376/snaptick/tree/master/app/src/main,6,5
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/data/repositories/TaskRepository.kt,6,1
/vishal2376/snaptick/tree/master/app/src,5,4
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,3,3
