time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-04 00:00:00+00:00,9,9,27,18
2025-07-05 00:00:00+00:00,2,2,36,21
2025-07-06 00:00:00+00:00,5,5,31,22
2025-07-07 00:00:00+00:00,11,11,27,16
2025-07-08 00:00:00+00:00,1,1,139,27
2025-07-09 00:00:00+00:00,5,5,93,27
2025-07-10 00:00:00+00:00,6,6,71,18
2025-07-11 00:00:00+00:00,2,2,44,15
2025-07-12 00:00:00+00:00,6,6,52,19
2025-07-13 00:00:00+00:00,1,1,23,16
2025-07-14 00:00:00+00:00,8,8,42,25
2025-07-15 00:00:00+00:00,6,5,33,22
2025-07-16 00:00:00+00:00,7,6,16,12
2025-07-17 00:00:00+00:00,2,1,12,8
