time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-10 00:00:00+00:00,1.0,1.0,46,23
2024-11-11 00:00:00+00:00,,,33,19
2024-11-12 00:00:00+00:00,1.0,1.0,138,38
2024-11-13 00:00:00+00:00,,,69,27
2024-11-14 00:00:00+00:00,,,69,24
2024-11-15 00:00:00+00:00,3.0,1.0,44,20
2024-11-16 00:00:00+00:00,,,30,15
2024-11-17 00:00:00+00:00,3.0,2.0,37,16
2024-11-18 00:00:00+00:00,1.0,1.0,51,18
2024-11-19 00:00:00+00:00,,,66,33
2024-11-20 00:00:00+00:00,1.0,1.0,25,19
2024-11-21 00:00:00+00:00,3.0,1.0,26,16
2024-11-22 00:00:00+00:00,5.0,2.0,29,19
2024-11-23 00:00:00+00:00,,,24,12
