time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-21 00:00:00+00:00,15,7,22,15
2025-12-22 00:00:00+00:00,12,7,26,17
2025-12-23 00:00:00+00:00,9,5,44,24
2025-12-24 00:00:00+00:00,12,4,24,12
2025-12-25 00:00:00+00:00,16,5,35,19
2025-12-26 00:00:00+00:00,10,4,36,17
2025-12-27 00:00:00+00:00,12,6,24,17
2025-12-28 00:00:00+00:00,7,3,12,11
2025-12-29 00:00:00+00:00,5,5,32,16
2025-12-30 00:00:00+00:00,2,2,27,19
2025-12-31 00:00:00+00:00,3,3,19,14
2026-01-01 00:00:00+00:00,2,2,39,24
2026-01-02 00:00:00+00:00,1,1,25,14
2026-01-03 00:00:00+00:00,22,8,19,13
