time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-24 00:00:00+00:00,23,7,13,8
2026-07-25 00:00:00+00:00,11,5,33,21
2026-07-26 00:00:00+00:00,37,19,27,23
2026-07-27 00:00:00+00:00,7,7,38,27
2026-07-28 00:00:00+00:00,18,11,15,11
2026-07-29 00:00:00+00:00,7,7,16,12
2026-07-30 00:00:00+00:00,7,6,45,20
2026-07-31 00:00:00+00:00,2,2,12,9
2026-08-01 00:00:00+00:00,2,2,20,13
2026-08-02 00:00:00+00:00,3,3,27,16
2026-08-03 00:00:00+00:00,14,7,17,10
2026-08-04 00:00:00+00:00,3,3,38,22
2026-08-05 00:00:00+00:00,6,6,38,17
2026-08-06 00:00:00+00:00,5,5,11,8
