url_path,views_total,views_unique
/vishal2376/snaptick,344,263
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,69,16
/vishal2376/snaptick/tree/master/app,62,23
/vishal2376/snaptick/releases/tag/v3.0,57,44
/vishal2376/snaptick/tree/master/app/src,43,17
/vishal2376/snaptick/tree/master/app/src/main,43,17
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/presentation,28,8
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/presentation/viewmodels/TaskViewModel.kt,26,1
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/domain,18,5
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/data,15,4
