time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,2.0,1.0,64,23
2025-01-22 00:00:00+00:00,,,51,26
2025-01-23 00:00:00+00:00,,,55,25
2025-01-24 00:00:00+00:00,7.0,3.0,113,30
2025-01-25 00:00:00+00:00,2.0,2.0,14,11
2025-01-26 00:00:00+00:00,1.0,1.0,30,18
2025-01-27 00:00:00+00:00,3.0,1.0,37,19
2025-01-28 00:00:00+00:00,3.0,1.0,25,17
2025-01-29 00:00:00+00:00,3.0,1.0,34,20
2025-01-30 00:00:00+00:00,3.0,2.0,41,23
2025-01-31 00:00:00+00:00,6.0,3.0,35,20
2025-02-01 00:00:00+00:00,7.0,3.0,47,18
2025-02-02 00:00:00+00:00,6.0,3.0,27,19
2025-02-03 00:00:00+00:00,2.0,2.0,26,14
