time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-25 00:00:00+00:00,8,8,35,24
2025-08-26 00:00:00+00:00,15,15,43,18
2025-08-27 00:00:00+00:00,6,3,56,20
2025-08-28 00:00:00+00:00,6,3,12,9
2025-08-29 00:00:00+00:00,4,4,49,23
2025-08-30 00:00:00+00:00,4,4,46,12
2025-08-31 00:00:00+00:00,3,3,29,17
2025-09-01 00:00:00+00:00,6,6,30,20
2025-09-02 00:00:00+00:00,6,4,22,16
2025-09-03 00:00:00+00:00,4,3,30,21
2025-09-04 00:00:00+00:00,2,2,20,12
2025-09-05 00:00:00+00:00,2,2,24,15
2025-09-06 00:00:00+00:00,4,4,37,22
2025-09-07 00:00:00+00:00,1,1,27,19
