time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-18 00:00:00+00:00,24,10,16,11
2026-05-19 00:00:00+00:00,25,8,15,9
2026-05-20 00:00:00+00:00,19,7,17,10
2026-05-21 00:00:00+00:00,21,9,18,14
2026-05-22 00:00:00+00:00,28,9,22,16
2026-05-23 00:00:00+00:00,18,9,21,11
2026-05-24 00:00:00+00:00,19,8,22,17
2026-05-25 00:00:00+00:00,19,10,22,15
2026-05-26 00:00:00+00:00,30,9,16,10
2026-05-27 00:00:00+00:00,21,9,49,7
2026-05-28 00:00:00+00:00,14,4,13,10
2026-05-29 00:00:00+00:00,5,5,17,13
2026-05-30 00:00:00+00:00,37,12,24,14
2026-05-31 00:00:00+00:00,27,10,18,12
