time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-01 00:00:00+00:00,1,1,50,17
2025-04-02 00:00:00+00:00,6,5,85,24
2025-04-03 00:00:00+00:00,1,1,45,25
2025-04-04 00:00:00+00:00,8,4,51,16
2025-04-05 00:00:00+00:00,2,2,37,21
2025-04-06 00:00:00+00:00,4,2,40,16
2025-04-07 00:00:00+00:00,1,1,45,24
2025-04-08 00:00:00+00:00,1,1,22,13
2025-04-09 00:00:00+00:00,3,3,31,21
2025-04-10 00:00:00+00:00,2,2,47,19
2025-04-11 00:00:00+00:00,9,5,39,23
2025-04-12 00:00:00+00:00,5,2,19,14
2025-04-13 00:00:00+00:00,3,3,13,11
2025-04-14 00:00:00+00:00,6,5,64,31
