url_path,views_total,views_unique
/vishal2376/snaptick,305,236
/vishal2376/snaptick/releases/tag/v3.3,61,50
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,27,9
/vishal2376/snaptick/tree/master/app,26,14
/vishal2376/snaptick/tree/master/app/src/main,17,10
/vishal2376/snaptick/tree/master/app/src,16,10
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/presentation,13,7
/vishal2376/snaptick/issues,13,6
/vishal2376/snaptick/releases,7,6
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/domain,7,4
