time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,14,6,38,26
2025-11-05 00:00:00+00:00,5,2,24,18
2025-11-06 00:00:00+00:00,6,5,50,21
2025-11-07 00:00:00+00:00,4,4,30,22
2025-11-08 00:00:00+00:00,10,4,27,21
2025-11-09 00:00:00+00:00,8,3,27,21
2025-11-10 00:00:00+00:00,12,6,24,16
2025-11-11 00:00:00+00:00,7,5,21,15
2025-11-12 00:00:00+00:00,15,5,23,15
2025-11-13 00:00:00+00:00,5,5,19,10
2025-11-14 00:00:00+00:00,15,6,22,17
2025-11-15 00:00:00+00:00,3,3,40,19
2025-11-16 00:00:00+00:00,5,5,62,23
2025-11-17 00:00:00+00:00,2,2,28,22
