time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-18 00:00:00+00:00,5.0,4.0,27,18
2025-08-19 00:00:00+00:00,13.0,8.0,18,6
2025-08-20 00:00:00+00:00,1.0,1.0,46,24
2025-08-21 00:00:00+00:00,1.0,1.0,40,27
2025-08-22 00:00:00+00:00,1.0,1.0,32,18
2025-08-23 00:00:00+00:00,11.0,9.0,24,14
2025-08-24 00:00:00+00:00,7.0,7.0,150,17
2025-08-25 00:00:00+00:00,8.0,8.0,35,24
2025-08-26 00:00:00+00:00,15.0,15.0,43,18
2025-08-27 00:00:00+00:00,6.0,3.0,56,20
2025-08-28 00:00:00+00:00,6.0,3.0,12,9
2025-08-29 00:00:00+00:00,4.0,4.0,49,23
2025-08-30 00:00:00+00:00,4.0,4.0,46,12
2025-08-31 00:00:00+00:00,,,28,16
