url_path,views_total,views_unique
/vishal2376/snaptick,297,210
/vishal2376/snaptick/releases/tag/v3.3,57,52
/vishal2376/snaptick/releases,26,20
/vishal2376/snaptick/blob/master/app/build.gradle.kts,20,2
/vishal2376/snaptick/tree/master/app,17,12
/vishal2376/snaptick/issues,17,10
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/presentation/navigation/AppNavigation.kt,12,1
/vishal2376/snaptick/tree/master/app/src,10,10
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/presentation/home_screen/HomeScreen.kt,10,4
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/MainActivity.kt,9,1
