url_path,views_total,views_unique
/vishal2376/snaptick,286,221
/vishal2376/snaptick/releases/tag/v3.3,52,40
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,29,9
/vishal2376/snaptick/tree/master/app,26,13
/vishal2376/snaptick/tree/master/app/src,18,11
/vishal2376/snaptick/tree/master/app/src/main,18,11
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/presentation,13,6
/vishal2376/snaptick/issues,11,5
/vishal2376/snaptick/releases,7,7
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/MainActivity.kt,7,5
