time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-27 00:00:00+00:00,5.0,5.0,23,16
2025-07-28 00:00:00+00:00,6.0,6.0,26,16
2025-07-29 00:00:00+00:00,3.0,3.0,42,22
2025-07-30 00:00:00+00:00,4.0,3.0,30,16
2025-07-31 00:00:00+00:00,7.0,3.0,44,12
2025-08-01 00:00:00+00:00,4.0,4.0,44,20
2025-08-02 00:00:00+00:00,5.0,5.0,35,20
2025-08-03 00:00:00+00:00,2.0,2.0,29,20
2025-08-04 00:00:00+00:00,6.0,6.0,30,16
2025-08-05 00:00:00+00:00,5.0,2.0,54,28
2025-08-06 00:00:00+00:00,3.0,3.0,20,13
2025-08-07 00:00:00+00:00,2.0,2.0,24,17
2025-08-08 00:00:00+00:00,2.0,2.0,72,17
2025-08-09 00:00:00+00:00,,,15,12
