time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-13 00:00:00+00:00,2.0,2.0,29,13
2024-12-14 00:00:00+00:00,4.0,2.0,30,11
2024-12-15 00:00:00+00:00,2.0,2.0,36,20
2024-12-16 00:00:00+00:00,2.0,1.0,39,18
2024-12-17 00:00:00+00:00,2.0,1.0,31,15
2024-12-18 00:00:00+00:00,1.0,1.0,36,22
2024-12-19 00:00:00+00:00,1.0,1.0,25,11
2024-12-20 00:00:00+00:00,3.0,2.0,21,11
2024-12-21 00:00:00+00:00,,,25,13
2024-12-22 00:00:00+00:00,4.0,3.0,30,19
2024-12-23 00:00:00+00:00,1.0,1.0,24,15
2024-12-24 00:00:00+00:00,1.0,1.0,30,18
2024-12-25 00:00:00+00:00,3.0,2.0,48,23
2024-12-26 00:00:00+00:00,1.0,1.0,59,16
