url_path,views_total,views_unique
/vishal2376/snaptick,376,290
/vishal2376/snaptick/tree/master/app,93,31
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,81,20
/vishal2376/snaptick/tree/master/app/src,65,23
/vishal2376/snaptick/releases/tag/v3.0,59,46
/vishal2376/snaptick/tree/master/app/src/main,59,22
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/presentation,30,9
/vishal2376/snaptick/blob/master/app/src/main/java/com/vishal2376/snaptick/presentation/viewmodels/TaskViewModel.kt,24,1
/vishal2376/snaptick/tree/master/app/schemas/com.vishal2376.snaptick.data.local.TaskDatabase,21,7
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/domain,20,6
