url_path,views_total,views_unique
/vishal2376/snaptick,293,227
/vishal2376/snaptick/releases/tag/v3.2,53,41
/vishal2376/snaptick/releases,29,26
/vishal2376/snaptick/issues,16,8
/vishal2376/snaptick/tree/master/app,13,10
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick,10,6
/vishal2376/snaptick/tree/master/app/src,8,7
/vishal2376/snaptick/tree/master/app/src/main,7,6
/vishal2376/snaptick/issues/84,6,6
/vishal2376/snaptick/tree/master/app/src/main/java/com/vishal2376/snaptick/presentation,5,4
