time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-02 00:00:00+00:00,6,2,30,23
2025-10-03 00:00:00+00:00,3,2,30,15
2025-10-04 00:00:00+00:00,5,5,34,18
2025-10-05 00:00:00+00:00,7,7,37,26
2025-10-06 00:00:00+00:00,9,9,50,27
2025-10-07 00:00:00+00:00,7,6,41,20
2025-10-08 00:00:00+00:00,3,3,13,12
2025-10-09 00:00:00+00:00,10,4,21,12
2025-10-10 00:00:00+00:00,10,10,40,26
2025-10-11 00:00:00+00:00,3,3,22,14
2025-10-12 00:00:00+00:00,1,1,25,19
2025-10-13 00:00:00+00:00,8,5,21,14
2025-10-14 00:00:00+00:00,21,5,28,20
2025-10-15 00:00:00+00:00,16,4,20,16
