time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-01 00:00:00+00:00,7.0,5.0,57,29
2025-03-02 00:00:00+00:00,7.0,4.0,28,18
2025-03-03 00:00:00+00:00,6.0,3.0,28,16
2025-03-04 00:00:00+00:00,6.0,2.0,40,19
2025-03-05 00:00:00+00:00,2.0,2.0,43,26
2025-03-06 00:00:00+00:00,5.0,4.0,28,20
2025-03-07 00:00:00+00:00,8.0,4.0,26,19
2025-03-08 00:00:00+00:00,11.0,7.0,35,18
2025-03-09 00:00:00+00:00,4.0,4.0,41,22
2025-03-10 00:00:00+00:00,2.0,2.0,55,25
2025-03-11 00:00:00+00:00,3.0,3.0,36,21
2025-03-12 00:00:00+00:00,2.0,2.0,55,27
2025-03-13 00:00:00+00:00,6.0,3.0,36,24
2025-03-14 00:00:00+00:00,,,49,25
