time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-14 00:00:00+00:00,4,3,25,15
2026-08-15 00:00:00+00:00,7,7,24,15
2026-08-16 00:00:00+00:00,7,6,29,14
2026-08-17 00:00:00+00:00,9,8,34,16
2026-08-18 00:00:00+00:00,3,3,8,7
2026-08-19 00:00:00+00:00,5,5,28,18
2026-08-20 00:00:00+00:00,23,9,15,13
2026-08-21 00:00:00+00:00,5,4,23,15
2026-08-22 00:00:00+00:00,4,4,30,16
2026-08-23 00:00:00+00:00,3,3,22,16
2026-08-24 00:00:00+00:00,18,8,15,12
2026-08-25 00:00:00+00:00,16,9,35,15
2026-08-26 00:00:00+00:00,13,7,36,20
2026-08-27 00:00:00+00:00,2,2,10,9
