time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-26 00:00:00+00:00,3.0,3.0,26,18
2025-06-27 00:00:00+00:00,6.0,5.0,59,12
2025-06-28 00:00:00+00:00,6.0,5.0,39,15
2025-06-29 00:00:00+00:00,8.0,6.0,55,19
2025-06-30 00:00:00+00:00,6.0,6.0,29,17
2025-07-01 00:00:00+00:00,4.0,4.0,120,19
2025-07-02 00:00:00+00:00,7.0,7.0,70,35
2025-07-03 00:00:00+00:00,7.0,7.0,37,23
2025-07-04 00:00:00+00:00,9.0,9.0,27,18
2025-07-05 00:00:00+00:00,2.0,2.0,36,21
2025-07-06 00:00:00+00:00,5.0,5.0,31,22
2025-07-07 00:00:00+00:00,11.0,11.0,27,16
2025-07-08 00:00:00+00:00,1.0,1.0,139,27
2025-07-09 00:00:00+00:00,,,93,27
