url_path,views_total,views_unique
/vishal2376/snaptick,176,146
/vishal2376/snaptick/releases/tag/v4.0,40,32
/vishal2376/snaptick/issues,6,4
/vishal2376/snaptick/releases,5,4
/vishal2376/snaptick/pulls,4,1
/vishal2376/snaptick/discussions,2,2
/vishal2376/snaptick/pull/120,2,1
/vishal2376/snaptick/blob/ff90b87ce83758aaa456354848acce5fcf32ae17/app/src/main/res/values-ca/strings.xml,1,1
/vishal2376/snaptick/blob/ff90b87ce83758aaa456354848acce5fcf32ae17/app/src/main/res/values-fi/strings.xml,1,1
/vishal2376/snaptick/blob/master/.github/workflows/github-repo-stats.yml,1,1
