time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-13 00:00:00+00:00,7,7,18,16
2026-07-14 00:00:00+00:00,19,10,25,18
2026-07-15 00:00:00+00:00,21,7,15,11
2026-07-16 00:00:00+00:00,21,8,18,12
2026-07-17 00:00:00+00:00,23,11,17,12
2026-07-18 00:00:00+00:00,18,8,19,14
2026-07-19 00:00:00+00:00,19,7,46,12
2026-07-20 00:00:00+00:00,6,5,18,11
2026-07-21 00:00:00+00:00,37,15,29,20
2026-07-22 00:00:00+00:00,11,8,44,23
2026-07-23 00:00:00+00:00,7,7,26,19
2026-07-24 00:00:00+00:00,23,7,13,8
2026-07-25 00:00:00+00:00,11,5,33,21
2026-07-26 00:00:00+00:00,37,19,27,23
