time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-01 00:00:00+00:00,4,4,120,19
2025-07-02 00:00:00+00:00,7,7,70,35
2025-07-03 00:00:00+00:00,7,7,37,23
2025-07-04 00:00:00+00:00,9,9,27,18
2025-07-05 00:00:00+00:00,2,2,36,21
2025-07-06 00:00:00+00:00,5,5,31,22
2025-07-07 00:00:00+00:00,11,11,27,16
2025-07-08 00:00:00+00:00,1,1,139,27
2025-07-09 00:00:00+00:00,5,5,93,27
2025-07-10 00:00:00+00:00,6,6,71,18
2025-07-11 00:00:00+00:00,2,2,44,15
2025-07-12 00:00:00+00:00,6,6,52,19
2025-07-13 00:00:00+00:00,1,1,23,16
2025-07-14 00:00:00+00:00,3,3,34,24
